,age,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,sex_F,sex_M,famsize_GT3,Pstatus_T,address_U,schoolsup_YES,famsup_YES,activities_YES,paid_YES,internet_YES,nursery_YES,higher_YES,romantic_YES,school_GP
596,17,4,2,5,5,1,2,2,2,0,4,3,3,1,2,4,0,17,18,18,1,0,0,1,1,0,1,0,0,1,1,1,0,0
598,18,1,2,1,3,2,2,2,1,0,4,1,4,5,5,1,8,10,11,11,0,1,1,1,1,0,1,0,0,0,0,1,0,0
599,18,4,4,1,3,4,2,3,1,0,2,5,5,1,1,1,5,12,13,14,0,1,0,1,0,0,1,1,1,1,1,1,1,0
600,17,1,1,5,3,4,1,3,1,0,4,2,3,3,4,4,4,12,13,14,0,1,0,1,0,0,0,0,0,0,0,0,0,0
601,18,2,2,5,5,1,2,2,2,0,1,3,1,1,1,2,4,8,8,10,1,0,0,1,1,0,1,0,0,1,0,1,1,0
602,18,2,2,3,3,1,1,2,3,0,5,4,5,1,4,3,0,11,12,13,1,0,1,1,1,0,0,0,0,1,1,1,1,0
604,18,1,1,1,3,1,2,3,2,1,4,4,2,1,2,2,2,9,10,10,1,0,0,1,1,0,0,0,0,0,1,0,0,0
606,17,4,2,4,5,1,1,2,4,0,4,2,3,3,1,5,0,18,18,18,1,0,0,1,1,0,0,0,0,1,1,1,1,0
607,17,2,1,3,5,3,2,2,2,0,5,3,3,1,2,2,5,11,11,12,1,0,1,0,0,0,0,1,0,1,1,1,1,0
608,18,1,1,1,3,1,2,1,2,0,5,2,3,1,2,3,2,8,10,11,1,0,1,0,1,0,0,0,0,0,1,1,1,0
609,18,1,2,1,1,1,1,2,2,0,4,1,1,1,1,4,0,11,11,12,1,0,0,1,1,0,1,0,0,0,1,0,0,0
611,18,2,2,3,5,2,2,2,3,0,4,2,1,1,1,4,5,14,14,15,1,0,0,1,0,0,0,0,0,1,1,1,1,0
612,17,4,3,3,5,2,2,2,2,1,4,5,5,1,3,2,4,10,11,11,0,1,0,1,0,0,1,1,1,1,0,1,1,0
613,18,3,3,3,3,1,1,1,2,0,5,3,4,1,1,5,0,10,10,10,1,0,0,1,1,0,1,0,0,0,1,1,1,0
614,17,4,4,4,3,4,1,2,2,0,4,3,3,1,2,5,2,12,12,12,1,0,0,1,0,0,1,1,1,1,1,1,0,0
615,17,3,2,3,5,3,2,2,2,0,1,2,3,1,2,5,0,15,14,15,1,0,1,0,1,0,0,0,0,0,1,1,1,0
616,18,1,1,5,3,2,1,2,1,0,3,3,2,1,2,3,2,14,13,14,0,1,1,1,1,0,0,0,0,1,0,1,1,0
617,18,1,1,1,3,1,1,2,3,0,5,3,2,1,1,4,0,19,17,18,1,0,1,1,1,0,0,0,0,1,1,1,0,0
618,18,1,2,1,5,1,2,3,2,0,4,3,4,1,4,5,0,16,15,15,1,0,1,0,0,0,0,0,0,0,1,1,1,0
619,18,3,3,3,3,4,2,2,2,0,4,3,2,1,3,3,6,13,12,13,1,0,0,1,1,0,1,0,0,1,1,1,1,0
620,17,4,4,1,1,1,2,1,2,0,2,3,4,1,1,1,4,15,14,15,1,0,1,1,1,0,1,1,0,1,1,1,1,0
621,17,1,2,5,3,1,1,2,2,0,3,2,2,1,2,3,0,13,13,13,1,0,0,1,0,0,0,0,0,0,0,1,0,0
622,18,1,3,1,5,1,2,2,2,0,3,3,4,2,4,3,0,8,10,9,0,1,0,1,0,0,1,0,1,0,1,1,0,0
623,18,4,4,4,3,4,2,2,3,0,4,2,2,2,2,5,0,15,16,16,0,1,1,1,1,0,0,0,0,1,1,1,1,0
624,17,1,1,5,3,3,2,3,1,1,5,2,1,1,2,1,0,8,8,9,1,0,0,1,0,0,1,0,0,1,1,1,1,0
625,18,2,3,1,3,1,1,2,1,0,5,2,3,1,2,4,0,10,10,10,1,0,0,1,1,0,1,0,0,1,1,1,1,0
627,18,1,2,1,3,4,1,3,1,0,4,3,3,2,3,3,3,9,10,10,0,1,1,1,0,0,1,1,0,1,1,0,1,0
628,17,2,2,5,1,2,2,1,3,0,3,4,3,1,1,3,8,10,11,12,1,0,0,1,1,0,0,1,0,0,1,1,1,0
629,17,1,2,5,5,1,2,1,1,0,3,5,5,1,3,1,4,7,8,9,1,0,0,1,0,0,0,1,0,1,1,1,0,0
630,18,4,4,5,5,3,2,2,3,0,5,4,4,1,1,1,0,15,17,17,1,0,1,1,0,0,0,0,0,1,1,1,0,0
631,18,1,1,5,5,2,2,4,3,0,4,3,2,1,2,4,4,10,11,12,1,0,0,1,0,0,0,0,0,1,1,1,0,0
632,19,1,1,1,5,1,3,2,2,1,4,3,3,1,1,3,4,7,8,9,1,0,0,1,0,0,1,0,0,1,1,1,1,0
633,18,4,4,4,3,1,2,1,2,0,5,4,3,3,4,2,1,13,14,14,1,0,1,1,0,0,0,1,0,1,1,1,0,0
634,18,3,3,5,5,2,2,1,2,0,4,1,3,1,2,1,1,16,16,16,1,0,0,1,1,0,0,0,0,1,1,1,1,0
635,17,3,1,1,5,3,2,1,2,0,4,5,4,2,3,1,10,8,9,9,1,0,0,1,0,0,1,1,0,1,0,1,0,0
636,18,4,4,4,4,2,1,1,2,0,3,2,4,1,4,2,4,17,18,19,0,1,0,1,1,0,0,1,0,1,0,1,0,0
638,17,2,3,5,3,2,1,2,2,0,4,4,3,1,1,3,4,14,15,16,0,1,0,1,1,0,0,1,0,1,1,1,0,0
641,18,2,2,1,5,4,2,2,3,0,5,3,3,1,3,4,0,14,17,15,1,0,0,1,0,0,0,0,0,0,1,1,0,0
642,17,4,3,4,5,4,2,2,2,0,5,5,4,1,1,1,0,6,9,11,1,0,0,1,1,0,0,0,0,1,1,1,0,0
643,18,4,4,4,1,3,2,3,1,0,4,4,3,2,2,5,4,7,9,10,1,0,0,1,0,0,1,1,0,1,1,1,1,0
644,19,2,3,3,5,1,2,1,3,1,5,4,2,1,2,5,4,10,11,10,1,0,0,1,0,0,0,1,0,1,0,1,0,0
645,18,3,1,4,3,1,2,1,2,0,4,3,4,1,1,1,4,15,15,16,1,0,1,1,1,0,1,0,0,1,1,1,0,0
646,18,1,1,5,5,1,2,2,2,0,1,1,1,1,1,5,6,11,12,9,1,0,0,1,1,0,0,1,0,0,1,1,0,0
647,17,3,1,3,3,1,2,2,1,0,2,4,5,3,4,2,6,10,10,10,0,1,1,1,1,0,0,0,0,1,0,1,0,0
648,18,3,2,3,5,1,2,3,1,0,4,4,1,3,4,5,4,10,11,11,0,1,1,1,0,0,0,0,0,1,0,1,0,0
